Ticker,Description,"Change 1m, %","Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility
TUYA,Tuya Inc.,-0.23659306,-0.08056745,0.31720856,-0.22872466,-3.13935681,0.31670625,3.76740377,21.47651007,-48.13753582,,,,1.0278085,10.4
ALK,"Alaska Air Group, Inc.",0.03547987,0.09763025,0.23107003,0.05322924,-0.23000708,-1.31256563,-1.26072492,-1.65678409,-14.06583359,-15.06250941,8.44230769,38.65256946,1.0093085,3.47284061
PAG,"Penske Automotive Group, Inc.",0.12559945,0.17135024,0.27444254,0.10273973,0.5503956,1.35291397,-0.15947147,-2.53530524,10.92128575,5.05813257,47.58376831,76.71370968,1.5358924,2.88461538
NCNO,"nCino, Inc.",-0.23173391,-0.16368845,-0.49622731,-0.34041394,-1.28135959,-2.6084642,-1.9429184,18.01322367,19.47755102,9.28912784,1.06338903,-7.44909574,1.068549,4.72279261
SF,Stifel Financial Corporation,0.16405667,0.23880597,0.0297885,0.34364261,0.08196111,-0.87123449,-1.3519471,-2.85094067,3.91640867,2.66095733,33.03606817,93.68138221,1.0675799,1.4525307
CFX,Colfax Corporation,-0.1059322,-0.02120441,-0.1059322,-0.1059322,-0.1059322,-0.50622232,-2.92241202,-2.0759809,4.12803532,-1.95385575,23.35251046,40.47051817,1.528966,2.48326495
CRCT,"Cricut, Inc.",0.80683436,0.85470085,0.95057034,0.34645669,0.85470085,3.13418217,3.13418217,13.22580645,-12.34739179,,,,-0.18155387,6.523512
PFGC,Performance Food Group Company,0.04388852,-0.02192982,0.23084533,0.17578554,0.10979359,-1.66055639,-2.70962236,-9.1995221,-11.61077728,-20.76455256,-4.22180214,21.6,1.831788,2.47513812
AER,AerCap Holdings N.V.,0.02850356,0.03800836,-0.34078001,-0.71671068,-0.15174507,-2.44716352,-2.48332098,-2.42907473,-8.78835153,-1.44221764,15.44537078,82.45492372,2.1530244,2.91549296
POST,"Post Holdings, Inc.",0.1002552,0.05010248,0.03643319,0.15502462,0.31053064,2.05333086,-0.33572271,-1.84970065,-3.4033946,7.21327477,8.74170874,27.6912346,1.0480736,2.51630941
PII,Polaris Inc.,0.04772027,-0.0486278,-0.25949312,-0.02496991,-0.64621747,-1.06401236,-4.50554911,-3.7241149,-6.86591276,-13.56173626,21.01175483,22.75098478,1.1168973,2.04456898
CHPT,"ChargePoint Holdings, Inc.",-0.16140189,-0.138837,-0.29933226,-0.64249656,-0.18119534,-4.03011515,-1.54475239,2.45862884,-23.45460968,-24.31016416,-45.93313373,108.36538462,0.92064464,5.68687105
GTLS,"Chart Industries, Inc.",-0.16182919,0.02615063,0.04969789,-0.28675704,0,-0.58692152,-0.77760498,1.60314258,29.37677437,25.45061283,62.49257153,179.57931639,1.1570395,2.14792085
NVST,Envista Holdings Corporation,0.05794414,0.20891365,0.34867503,0.16241299,-0.80422794,0.41870202,-0.46114826,0.88805796,0.04634994,8.63110216,27.98695523,77.21674877,0.93164444,2.8255239
EEFT,"Euronet Worldwide, Inc.",-0.03794202,-0.09858941,-0.07964501,-0.17429524,-0.29895932,-0.18942264,-1.98660714,-1.12587255,-16.07415902,-16.17562838,-9.10157328,40.512,1.5002712,1.97391204
OMCL,"Omnicell, Inc.",0.01875586,-0.10615048,-0.7875969,-0.5625136,-1.13095606,-0.24937656,1.01647831,3.04630643,15.09963312,26.0537304,33.31111481,123.93282015,0.6370416,2.24514181
BEAM,Beam Therapeutics Inc.,0.00954472,-0.55993167,-0.66363292,-1.55956407,-1.77181963,-7.61904762,-6.89655172,-5.55355211,22.0979021,24.24098672,28.31945125,316.37519873,1.7518266,8.46484935
RARE,Ultragenyx Pharmaceutical Inc.,0.15664774,0.22533555,0.39254171,0.28428585,0.04889976,0.31378702,-0.09765625,6.24156195,8.39160839,-14.72157386,-26.09983385,34.0233198,1.2103388,2.57
PAA,"Plains All American Pipeline, L.P.",-0.10341262,-0.05173306,-0.30959752,-0.61728395,0.10362694,0.83507307,0.20746888,3.53697749,-20.03311258,-1.02459016,17.23300971,39.79739508,1.3653432,2.95047418
MLCO,Melco Resorts & Entertainment Limited,-0.03463803,0.06934813,0.66271364,0.59254096,1.40548138,-0.89285714,4.48950036,4.86918605,-16.54135338,-32.5070159,-22.21024259,-21.49075082,0.3092776,4.27046263
PBCT,People's,-0.0619195,0.09302326,-0.0619195,-0.0619195,0.09302326,-0.73755378,-1.10226577,-1.70419963,-13.07857912,-12.56090958,24.9033256,54.84180249,0.5908997,1.61892902
SPT,"Sprout Social, Inc",0.15625,0.02340641,-0.02339546,-0.49674014,-0.86990141,-2.54437419,-0.30392768,5.20559211,67.14136399,121.83110803,181.72208765,279.83966746,1.7633553,3.10426067
EXPI,"eXp World Holdings, Inc.",-0.02130833,-0.25510204,-0.57215512,-0.62480144,-1.17944398,-6.72619048,-4.66436828,2.52998909,19.61832061,2.41830065,48.95437262,114.16856492,2.596483,8.76132931
MEDP,"Medpace Holdings, Inc.",0.2555011,0.69655389,1.02989859,0.47029315,-0.16615608,-0.91842526,-1.60885382,5.30847272,12.52197351,19.95877061,37.95258621,63.66658144,1.0908936,2.13965744
X,United States Steel Corporation,0.03930818,-0.05890438,0.11801731,0.09832842,-0.16867375,-3.92749245,-2.97482838,-4.89719626,-7.01754386,21.95589645,51.69946333,244.24898512,1.7560341,4.8708718
SAM,"Boston Beer Company, Inc. (The)",-0.24819213,-0.26600018,-0.23661348,-0.0304207,-0.17511257,-0.08394806,-0.55287906,-1.89579278,-46.13436558,-49.18933648,-43.73874825,-30.17275814,0.87521654,2.42177801
MTZ,"MasTec, Inc.",0.20057462,0.18428184,-0.05407159,0.03788494,-0.14046461,0.47841688,0.65352358,1.0608049,-23.41924256,-3.50840555,35.53828102,113.56598105,1.2353199,2.78600417
ARWR,"Arrowhead Pharmaceuticals, Inc.",0.04558578,0.0303859,0.13688213,-0.20462296,-0.57384476,0.3505029,-2.51665433,-1.89213349,-19.50861753,-5.42869453,-14.17959077,82.20807969,1.012337,2.10769231
TASK,"TaskUs, Inc.",-0.15653906,-0.34090909,-0.81990387,-0.2771658,-0.50202797,-2.80231916,-0.5789325,11.93958665,,,,,3.2563236,8.10165495
SGMS,Scientific Games Corp,0.07050197,0.02818887,0.01409245,-0.25298665,-0.32303371,-2.36621268,1.29888667,-1.90739461,-5.71276737,49.7257384,71.05326585,270.21387585,1.2037321,4.26378624
PPC,Pilgrim's Pride Corporation,0.07132668,0.07132668,-0.12457733,0,0.28591851,0.39370079,0.17857143,0.75431034,21.90352021,12.56019262,43.03926568,74.87531172,0.7160238,1.98699422
CHNG,Change Healthcare Inc.,0.13667426,0.27372263,0.27372263,0.15948963,0.41114664,-0.13636364,-0.67811935,0.64131929,-7.0642978,-3.47100176,17.80160858,50.27359781,0.83828336,1.78489703
BYD,Boyd Gaming Corporation,-0.11499918,-0.17239964,-0.47470945,-0.63735905,-0.78328982,-2.51723585,0.23079459,-0.92879257,-2.56410256,-0.13140604,41.65890028,120.36969917,1.4871515,3.59854738
COMP,"Compass, Inc.",-0.20013342,-0.10016694,-0.43261231,-0.26666667,-0.53191489,-5.67465322,-7.42574257,-5.97108737,0.26809651,,,,1.0841807,9.37931034
RPD,"Rapid7, Inc.",0.08610439,0.09431254,0.23817346,0.0655899,-0.8610186,-1.03862382,-2.39295718,0.36208032,41.15740741,57.2257316,35.27062999,98.56724194,1.2277732,2.29524439
FIGS,"FIGS, Inc.",0.35705784,-0.04741584,0.14251781,-0.27957671,-2.45256826,-6.64010624,-5.21348315,2.85296269,27.31663145,,,,4.066085,10.68032187
NVTA,Invitae Corporation,0.12845215,0.72686157,1.69602087,0.20890246,-1.11005392,-1.70293283,-0.2240717,5.19743503,2.12975098,-19.37403001,-25.44845731,-4.03325123,1.9679922,3.9347365
FOUR,"Shift4 Payments, Inc.",-0.0978713,-0.41463415,-0.41463415,-0.0244858,-0.60856865,-5.37908648,-4.48215331,-4.77190526,-13.68443316,-1.41321416,8.24933687,66.74157303,2.1859841,6.99578268
LFUS,"Littelfuse, Inc.",0.03284072,-0.1965924,-0.06197368,-0.21112405,0.05839842,-0.28341993,-2.30331079,-3.8437281,6.1132163,4.42144515,7.76329223,54.82651622,1.3170383,1.22852834
AMG,"Affiliated Managers Group, Inc.",0.01227069,-0.03679401,-0.43366724,0.06752609,0.48079887,0.31402007,-2.26754649,-4.22667686,1.28061669,15.63631202,60.19665683,137.76999416,1.404913,2.24164845
AXTA,Axalta Coating Systems Ltd.,0.12054417,0.06884682,0.17229497,0.18955713,0.20682523,-0.81883316,-2.64567984,-4.81335953,-8.2675923,-3.58208955,1.82136602,28.45779938,0.98307455,1.34854772
AMKR,"Amkor Technology, Inc.",-0.01828488,-0.29175784,-0.25538125,-0.09135757,-0.36443149,-3.25548478,-3.80014075,-0.47324354,18.25259516,27.04460967,81.29973475,145.20179372,2.0420246,4.31508619
PLNT,"Planet Fitness, Inc.",0.0129887,0.03897622,-0.05192108,-0.02596728,-0.02596728,-0.79876321,0.67991632,-5.28905289,1.04986877,-5.83343525,-0.81154193,26.10547003,1.5756862,1.97076481
BRKS,"Brooks Automation, Inc.",0,0.15673981,0.22406453,0.0839067,0.41531036,-1.05076872,4.44833625,5.29661017,-7.05454545,11.65751373,31.84966839,98.93262175,2.2809331,3.45063205
CYBR,CyberArk Software Ltd.,0.06440886,0.00598802,-0.30146554,-0.54784732,-0.84602369,-1.36420008,-1.75294118,-0.5478147,25.96726752,17.80222881,3.36035646,67.92680475,1.191097,1.95459075
CHH,"Choice Hotels International, Inc.",-0.01680249,-0.12588117,-0.08395601,-0.15939597,-0.01680249,-0.72602854,0.09255364,-0.33512064,-2.09859271,12.30057585,11.45882132,22.65181978,1.0892719,1.55828841
FATE,"Fate Therapeutics, Inc.",0.04317168,-0.07187006,-0.3725996,-0.91220068,-2.00169157,-4.97539639,-4.74102494,-5.09215017,-16.1095692,-22.62659989,-23.54558452,122.1796101,1.8541605,7.14800404
WH,"Wyndham Hotels & Resorts, Inc.",0.05671346,0.04252906,0.02834869,0.01417234,0.12911647,-0.52178818,-0.94087909,-2.97111417,-6.63136995,3.87277279,18.67429341,34.64401603,1.2474743,1.74914676
COLM,Columbia Sportswear Company,0.06002401,0.050015,0.12012012,0.1401682,0.24052916,-0.82324936,-3.20425944,-1.98019802,-0.62611807,-3.40063762,14.43121996,13.29027872,1.5253882,1.62282028
FSK,FS KKR Capital Corp.,0.02165909,0.06500542,-0.04329004,-0.2833008,-0.58127018,-0.64571675,-0.43140638,-0.04330879,-0.81650193,13.08182264,39.37198068,44.06991261,0.83597106,1.3876843
M,Macy's Inc,0.14144272,0.02354603,0.18867925,-0.09407338,0.18867925,-3.19197446,-2.25598527,-5.18088432,8.31632653,25.25073746,88.71111111,181.19205298,0.8556317,4.23003802
DCT,"Duck Creek Technologies, Inc.",0.10028079,0.08020854,0.33169163,0.98128477,0.72653885,2.48664201,3.9824854,6.94831653,30.37908497,9.55623902,15.17321016,30.00521376,0.95470405,3.90689942
ADT,ADT Inc.,0.05858231,-0.23364486,0.41152263,0.52972337,1.00532229,-0.81206497,-2.06185567,-0.11682243,-25.71676803,7.8184111,8.91719745,-20.24253731,1.7794836,2.49702735
NEGG,"Newegg Commerce, Inc.",0.2820079,-0.22446689,0.22547914,-0.33632287,-0.83658673,-1.2208657,-2.35874931,-8.62422998,71.81467181,103.19634703,328.91566265,462.15260232,-1.0374055,5.1491833
SPCE,"Virgin Galactic Holdings, Inc.",-0.07070469,0.05899705,-0.54730258,-1.2038835,-0.45000978,3.41324665,4.81878089,-6.12320177,-27.61660978,-16.80287676,7.24820902,43.70412196,1.9913859,5.92668024
JCOM,"j2 Global, Inc.",0.081103,0.31778878,0.39940828,0.54814815,1.07222636,1.8159988,-0.35984431,-1.46695715,6.34062231,15.63964885,38.8883202,89.94820104,0.8559009,2.3989137
CELH,"Celsius Holdings, Inc.",0.03430139,0.06862633,-0.01142857,0.42470156,-0.43245704,2.03843914,0.20590254,7.14285714,20.44548329,44.67382329,74.12045319,330.25540275,1.9678943,5.65494057
HBI,Hanesbrands Inc.,0.02677376,0.08036432,0.05356186,0.78230375,-0.7586544,-1.00742312,-2.04616999,-0.05353319,-3.2642487,-5.99194361,28.0521262,21.39141743,0.4061492,2.37452779
SRCL,"Stericycle, Inc.",-0.07041262,0.11992945,0.37484971,0.65248227,0.62393647,2.27862706,2.48554913,1.89655172,-4.62614309,3.30662782,2.29337949,14.53488372,1.2459457,2.88155227
WSC,WillScot Mobile Mini Holdings Corp.,0.10438413,0.13922729,0.03616184,-0.27729636,-1.01496645,-1.50684932,-1.90995907,-2.83783784,-0.89593384,7.87696924,24.12602503,66.24277457,0.99528486,2.0223152
TXRH,"Texas Roadhouse, Inc.",0.02147075,-0.03218884,-0.33162174,-0.3742515,-0.27828321,-0.60819462,-0.50202948,-1.94736842,-6.85,-2.1019443,19.17860798,43.81658175,1.1925781,1.58541846
FVRR,Fiverr International Ltd.,-0.00551116,0.09378276,0.05514503,-0.3241224,0.29019153,-0.55357632,-1.33768352,1.07514902,-10.48399033,-21.00657408,-7.00153767,52.71441798,2.3803582,5.13673107
POWI,"Power Integrations, Inc.",0.13002693,0,-0.10192735,-0.11581044,0.23242841,-1.2293578,-1.97578075,-0.90206186,35.43841993,33.20960158,31.51722453,100.93318402,1.5260578,3.102535
MAN,ManpowerGroup,0.00921435,0.04608874,-0.07950789,0.26032919,0.34459573,0.10901468,-2.31568611,-1.6801186,-3.0691783,19.11794053,32.37968507,67.66853933,1.3857157,1.31961718
DNLI,Denali Therapeutics Inc.,0.11286682,-0.09386146,-0.35573863,-1.36955837,-1.80811808,-1.42645424,-2.42068586,0.01879699,-26.60689655,-9.10488555,-36.47325692,68.59949303,1.4503167,2.74787535
PSFE,Paysafe Limited,0.33670034,0.16806723,0,-0.27886224,-0.50083472,0.789177,-3.24675325,5.67375887,-25.68578554,-39.51285521,-40.79470199,,1.3272928,3.07867731
INSP,"Inspire Medical Systems, Inc.",-0.03800676,0.0253539,-0.39973071,-1.26699913,-0.77548625,0.81705604,-0.05484306,5.97155126,41.65022422,12.52493588,25.95565952,96.03640877,1.9629345,4.54311012
SLAB,"Silicon Laboratories, Inc.",-0.00695459,-0.11809656,-0.21514331,-0.38107116,-0.97796143,-2.86428427,-8.30888917,-8.77426722,7.13806721,1.36764188,12.91817182,46.50025471,1.394558,4.19570672
EME,"EMCOR Group, Inc.",0.17573222,0.10034284,0.08360505,0.14221181,0.79993264,0.89368519,-1.95805342,-1.50617284,-6.32485323,7.00107296,30.84408485,68.76322098,1.2192128,2.04586139
IIVI,II-VI Incorporated,0.0329435,0.09064689,0.04942339,0.04942339,0.24760647,-1.79495472,-1.23597333,-3.57256272,-13.96798413,-16.92202462,-20.05002633,60.23746702,1.9558793,2.38410596
SWCH,"Switch, Inc.",0.11316484,0.07541478,-0.20680579,-0.28179598,-0.62902501,1.53022188,1.92012289,6.97299476,27.71896054,83.03448276,62.12583995,71.22580645,1.1590929,2.73109244
LITE,Lumentum Holdings Inc.,0.10213345,0.17284102,0.19309405,0.37551206,0.79990858,0.2045687,-0.96596653,1.76592798,9.95136551,3.76603507,-6.99367089,21.41283393,0.9300404,1.28602595
ZIM,ZIM Integrated Shipping Services Ltd.,0.017963,0.05390836,-0.07178751,0.57803468,1.00680272,1.05263158,2.84447728,15.27950311,27.15231788,172.94117647,,,3.5845258,5.45317789
MDU,"MDU Resources Group, Inc.",0.09502692,0.06333122,-0.34689372,-0.15797788,0.0474909,-0.09484666,-1.77183712,-1.77183712,-5.30416542,1.0230179,19.96962794,33.38961587,0.5780687,1.3382306
VIR,"Vir Biotechnology, Inc.",-0.22476502,-0.54989817,-0.16356573,-0.42822186,-1.92809801,-1.44927536,0,-5.00582072,5.26768437,4.57069628,82.82300224,62.280411,-0.35439548,4.38963211
VMEO,"Vimeo, Inc.",0.23207839,0.30967742,0.63430421,0.33557047,0.30967742,-2.24124906,-3.19201995,1.8363064,-14.28571429,,,,1.7932054,3.40613625
IART,Integra LifeSciences Holdings Corporation,-0.05300119,0,-0.06491872,-0.14561822,0.45278999,-0.60590095,-0.56660957,0.3057291,9.7280791,10,16.23536661,66.13826508,1.2468809,2.43706481
FFIN,"First Financial Bankshares, Inc.",0.20125224,-0.06690455,-0.24487979,-0.08918618,0.69459269,-0.02230649,-4.49605796,-5.8798824,-13.13953488,-8.51194121,23.89771942,51.77785303,1.0428243,2.80609137
VAC,Marriott Vacations Worldwide Corporation,0.05370209,0.02684384,-0.16744809,-0.22759221,-0.13734883,-1.90306862,-0.20097809,-0.38783016,-13.20787695,-19.58434548,8.56289171,52.18101951,1.877368,3.08292946
SAIA,"Saia, Inc.",0.04976775,-0.07455886,-0.10766046,0.47061763,-0.51138238,-2.12904011,-3.14243288,0.50389372,18.69374908,9.75986902,33.48451327,78.47951486,1.2783432,3.37902989
CWEN,"Clearway Energy, Inc.",-0.15399604,0.06299213,-0.15713388,-0.03146633,0.09451796,1.40485313,0.18927445,1.17871934,15.2394775,12.14689266,-0.53241466,34.80475382,1.5178372,2.1724481
PB,"Prosperity Bancshares, Inc.",-0.10244402,-0.10244402,-0.07319573,0.19081168,0.30859662,-0.82788671,-2.65183918,-2.28963938,-9.77801268,-11.78294574,-1.55709343,28.90315273,0.9143219,2.77653381
COTY,Coty Inc.,-0.18083183,-0.18083183,0.54644809,0,0.24213075,-10.66810345,-12.55274262,-15.14841351,-5.79545455,-5.25714286,18.09116809,124.05405405,3.2382653,13.17073171
SON,Sonoco Products Company,-0.02331183,-0.10869565,-0.24810048,-0.32537961,-0.03884702,-0.87827427,-2.55983035,-1.48545176,-3.58213429,2.61604722,8.57383966,20.10828977,0.8789079,1.12149533
LSTR,"Landstar System, Inc.",0.1216397,0.09728809,-0.07587484,0.10337489,0.05470127,-1.30072529,-2.65444871,-2.00559424,1.65452525,1.44784671,22.27833061,22.12415635,0.75909793,2.19921588
KRNT,Kornit Digital Ltd.,0.14741653,0.76386829,0.39160632,-0.08824178,-0.54896794,0.57842047,-0.54264134,4.03467055,16.44059066,38.39795918,52.1709862,117.87951807,0.96705663,3.84150943
EXEL,"Exelixis, Inc.",0.02514458,0.0754717,0.05030181,0.0754717,0.65789474,1.8442623,0.55639858,3.7037037,-12.73046532,-10.49076992,-0.9466866,-5.9602649,0.32968518,3.5538262
GPK,Graphic Packaging Holding Company,-0.04901961,-0.14691479,-0.17135863,-0.07351139,-0.2446184,-0.1957905,-1.59266409,-0.63352827,16.24857469,17.45391705,20.36599764,44.60992908,0.97328246,1.2363996
MSA,MSA Safety Incorporated,0.03131851,-0.04068476,-0.12507817,-0.06883174,-1.04102119,-1.61409561,-1.51702023,-1.92827315,-4.38270866,-3.3994677,6.90139902,28.99838449,1.0062919,2.83142749
SRPT,"Sarepta Therapeutics, Inc.",-0.02554605,-0.01277466,0.74655683,0.77249903,0.40961787,-0.38182512,-2.78226307,0.19201229,-5.36815379,-7.38374157,-54.09114904,-40.01839221,0.24322085,1.94376053
NEO,"NeoGenomics, Inc.",0.06397638,0.142829,0.20205007,0.06397638,-0.01475216,-1.62475822,-0.97352025,4.60715755,19.38967136,10.73372523,-5.53491828,37.68272875,1.1575376,3.07017544
HLF,Herbalife Nutrition Ltd.,-0.18480872,-0.11096726,-0.28616265,-0.15713097,-0.18480872,0.80253826,2.23357941,5.2006233,-1.78214221,15.72744804,12.4037461,8.58464013,1.0403249,2.38117647
SQSP,"Squarespace, Inc.",0.06668148,0.4014273,-0.04440497,-1.25027418,-1.853063,-2.61565067,-3.90358362,1.28147482,-21.00648781,,,,1.0378655,4.64182102
FOXF,Fox Factory Holding Corp.,0.11479506,0.09451796,0.37235123,0.52888527,-0.14144272,-2.14677323,-2.34029929,-3.59862042,2.39148466,8.46390394,40.13811371,80.6805708,2.0659614,3.2671125
AZEK,The AZEK Company Inc.,-0.08685941,-0.04965243,-0.37119525,0.21157436,1.21935889,-0.54347826,-4.71005917,-5.24829372,-3.22115385,-10.37399822,4.70741222,14.7008547,1.67742,2.04184522
MSTR,MicroStrategy Incorporated,-0.02818842,0.11134286,-0.11265843,-0.29207341,-0.59235359,-1.44905171,-10.33892118,-8.01958807,24.48975614,-15.58786597,64.35979925,352.44066596,2.3377302,4.48916163
ZH,Zhihu Inc.,-0.17985612,-0.44843049,-1.15761354,-0.090009,-1.9434629,-7.51252087,0.36231884,15.65762004,4.82497635,,,,0.23325364,9.86812187
IRDM,Iridium Communications Inc,0.02124947,-0.06369427,-0.33876773,-0.14849385,-0.9678098,-3.56630457,2.43849336,5.70658279,22.27130977,15.29037001,19.64399237,65.0877193,1.5520068,5.29268951
EVBG,"Everbridge, Inc.",0.31749984,0.14916097,-0.37712519,-1.19565884,-1.44945263,-3.05035798,-3.1377735,2.65655858,36.06349742,22.30740038,8.09686724,33.17355372,1.9662186,3.66097044
CANO,"Cano Health, Inc.",0.03877472,0.03877472,-0.1934236,-0.07745933,-0.69284065,-3.52059925,-4.52186805,7.60233918,-12.73712737,0.23346304,-3.95227442,22.31718898,1.0481806,7.08171206
LEG,"Leggett & Platt, Incorporated",0,-0.04317789,-0.02159361,-0.1832489,-0.32292788,-1.65710644,-2.89490245,-4.33973962,-14.27777778,-6.14355231,4.49209932,7.22724114,0.86143214,1.88311688
AYI,"Acuity Brands, Inc.",-0.06374964,-0.07533175,-0.28046841,-0.42730107,-1.02169671,-0.71942446,-2.66335628,-6.51926516,-7.58103402,28.37686984,42.45602444,62.42937853,1.0929263,1.83282746
THO,"Thor Industries, Inc.",0.06297796,0,0.04047673,0.56967176,-0.08983112,-1.59263847,-3.01709104,-1.94833818,-4.33511096,-16.93801344,19.60425852,17.88023317,0.6107854,3.44451513
VNT,Vontier Corporation,0.08246289,0.02747253,-0.05489981,0.19262521,0.13751375,-0.76335878,-1.22116689,0.08248557,5.56844548,17.64705882,8.98203593,,0.28911823,1.57851011
COHR,"Coherent, Inc.",0.00399664,-0.07587556,-0.03196165,-0.03595542,-0.17951889,0.18795489,-0.70548135,-0.84695453,-5.12024238,1.40862174,66.99773364,128.79452055,1.1047977,1.37969759
ARD,Ardagh Group S.A.,0.11583012,0.03858025,0.11583012,-0.01927897,-0.07707129,-0.38417211,-1.14372856,-1.294252,4.93727236,0.15449981,50.66821615,75.32116295,0.18925416,1.66666667
RBC,Regal Beloit Corporation,0.06648494,0.17304493,0.11973658,0.22641007,0.82395498,0.40026684,-0.54847023,0.72279481,8.87651016,4.79771604,22.54702386,51.79021684,1.0141517,1.81867352
HLI,"Houlihan Lokey, Inc.",0.07834359,0.11195701,0.08954556,0.11195701,-0.21202991,0.12318029,-1.00752879,-0.87583149,16.26788036,32.8134284,32.99122416,50.64869419,0.74953085,1.70068027
EXP,Eagle Materials Inc,0.15087094,0.11654213,-0.18112846,-0.41595636,-0.74758733,-2.2234128,-5.41591086,-6.91150217,-4.23089538,11.68056299,44.05525407,80.71543508,1.1070803,2.47049135
STMP,Stamps.com Inc.,0,0.00760769,0.00608606,0.00304294,0.01521653,-0.00912825,-0.05474453,-0.08513226,71.54938401,76.62044502,67.50089199,49.25061313,1.2701002,0.0761035
NEP,"NextEra Energy Partners, LP",0.31478217,0.21383648,-0.05645111,0.0879397,0.20123255,-0.72310186,-1.66707829,-0.37532841,10.22978959,7.01518613,18.76211782,40.44091711,0.99578786,1.2932938
INOV,"Inovalon Holdings, Inc.",0,0.01240849,-0.00620309,-0.04960317,-0.02480774,-0.2969562,-0.7390983,-1.37086903,24.81412639,51.46616541,121.73913043,63.51461039,1.303252,0.79621796
TNET,"TriNet Group, Inc.",-0.0811908,-0.11903474,-0.28089888,0.0650477,-0.28628531,-0.19465773,0.26072787,0.22806255,26.96381896,10.48725009,14.50372208,47.54596323,1.3118721,1.59667542
TDC,Teradata Corporation,-0.0359002,0.05389867,-0.01795332,-0.16134815,-0.21501523,-0.7837549,-2.34922861,1.84677272,16.64921466,28.78612717,147.88607032,146.35117205,1.9769804,2.97138665
CACI,"CACI International, Inc.",0.11675423,0.13623978,0.00194367,0.03110783,-0.05439217,1.97431018,0.3511236,-0.12425254,-1.30836818,14.32508111,3.16448081,14.27936734,0.7316703,3.19545888
NXST,"Nexstar Media Group, Inc.",0.165483,0.1862069,0.33151461,0.63036852,0.03443052,0.18648985,-2.25082553,-3.13856427,-1.25263803,-4.47181243,32.84183533,49.27446743,0.88648134,1.41646993
PRGO,Perrigo Company plc,0.02206045,0.11039965,-0.04409171,-0.2420242,-0.30782762,8.99038462,8.33930705,10.72039072,-3.6753771,8.93801057,1.38640429,-7.0330121,0.61212665,10.03959935
LPX,Louisiana-Pacific Corporation,0.11049724,0.00788457,-0.12598425,-0.17314654,-0.06303183,0.2528445,-1.22995485,0,-0.11021886,25.62376238,70.67527576,97.75561097,1.4481449,2.1534535
ATHM,Autohome Inc.,-0.01962965,0.04364906,0,0.19672131,-0.15247223,-3.9228026,-0.47805302,3.47943967,-35.19173624,-52.89035178,-54.02529613,-46.71320535,0.98034424,5.46460177
AMED,Amedisys Inc,-0.05938883,-0.1133175,0.14986501,0.24369111,0.45857868,2.36725664,1.04274717,0.88852548,-28.72217515,-27.66639309,-36.90382845,-19.76068673,0.95439166,3.28368127
EXPO,"Exponent, Inc.",0.0345006,0.01724733,-0.06462453,0.29401591,-0.04877771,1.1876692,-0.91499914,-0.88109495,30.66080289,17.45565129,28.70154393,50.99035705,1.1887405,2.16935836
CAR,"Avis Budget Group, Inc.",-0.11182339,-0.09965674,-0.25428413,-0.24876997,-1.44199257,-4.12020813,-2.22005631,-0.50688705,1.99954812,38.31188725,142.06434316,162.39465272,0.94836277,4.58359802
DADA,Dada Nexus Limited,-0.03979308,-0.15501411,0.13952561,-0.15898251,-0.63330446,-4.65732677,-1.17739403,6.33445946,-18.48494658,-14.61512377,-31.01369863,13.42342342,1.2426193,11.81202371
SNV,Synovus Financial Corp.,0.02441406,0,-0.24348673,-0.02196247,-0.55825243,-2.05594071,-3.64534337,-4.94199536,-15.75159367,-14.48549363,26.5678097,86.48156577,0.96370554,2.27383863
HALO,"Halozyme Therapeutics, Inc.",0.07136061,0.14282314,0,-0.37887758,0.02377556,-2.09545984,-0.40265277,0.14289116,6.78009142,-1.79822513,-1.54530555,49.96433666,2.1943376,3.978907
CHK,Chesapeake Energy Corporation,-0.04929346,-0.37667868,-0.39299165,0.04934211,1.29048372,1.75497242,3.13399966,9.08439348,9.83222082,36.04469274,,,1.554914,2.70767174
NFE,New Fortress Energy Inc.,0.12104444,0.17301038,0.18687708,-0.68610635,-0.29275013,-2.49578415,-4.39814815,-1.56622404,-27.59829702,-32.97009042,-46.05336817,-18.72364352,1.0116625,7.65180765
ASGN,ASGN Incorporated,0.02660046,0.06208976,0.06208976,0.08872327,0.19539924,0.65178571,-0.27423921,0.48132632,12.47131597,17.8075034,34.9575003,59.87803148,1.4442775,1.1289311
HUN,Huntsman Corporation,0.27990297,0.26119403,0.14908684,0.59902658,0.7585956,0.82551595,0.67440989,1.66477488,-1.32207124,-6.04895105,6.8814638,17.74758983,1.1427315,2.1702208
BPOP,"Popular, Inc.",0.16280016,0,0.25801195,0.46948357,0.29887244,-0.28393726,-1.33779264,-2.88385568,-8.13403089,2.20343681,30.94815341,100.4076087,0.9747387,1.32785763
ACHC,"Acadia Healthcare Company, Inc.",0.1594412,0.0303306,0.10623767,-0.13626041,0.16704632,-1.09510951,-3.27171362,-0.28735632,-0.36270213,15.18169113,31.17787505,126.71939477,0.655916,3.07716097
ALGM,"Allegro MicroSystems, Inc.",0.06408202,0.19249278,0.19249278,0.04805382,0.03203075,0.06412312,0.51529791,3.86023295,14.36423598,23.40846184,17.06676669,,2.847025,2.58846658
